Date,thermistorDepth,V1
2019-09-09,0.05,7.29104166666667
2019-09-09,1.75,7.290625
2019-09-09,3.5,7.28770833333333
2019-09-09,5.25,7.284375
2019-09-09,7,7.28104166666667
2019-09-09,8.75,7.279375
2019-09-09,10.5,7.27833333333333
2019-09-09,12.25,7.27625
2019-09-09,14,7.27541666666667
2019-09-09,15.75,7.27416666666667
2019-09-10,0.05,7.44625
2019-09-10,1.75,7.40041666666667
2019-09-10,3.5,7.38375
2019-09-10,5.25,7.37729166666667
2019-09-10,7,7.37083333333333
2019-09-10,8.75,7.36208333333333
2019-09-10,10.5,7.35479166666667
2019-09-10,12.25,7.346875
2019-09-10,14,7.33895833333333
2019-09-10,15.75,7.32666666666667
2019-09-11,0.05,7.64520833333333
2019-09-11,1.75,7.52854166666667
2019-09-11,3.5,7.463125
2019-09-11,5.25,7.420625
2019-09-11,7,7.39625
2019-09-11,8.75,7.37145833333333
2019-09-11,10.5,7.34895833333333
2019-09-11,12.25,7.33041666666667
2019-09-11,14,7.31520833333333
2019-09-11,15.75,7.30145833333333
2019-09-12,0.05,7.64083333333333
2019-09-12,1.75,7.60354166666667
2019-09-12,3.5,7.536875
2019-09-12,5.25,7.48291666666667
2019-09-12,7,7.42333333333333
2019-09-12,8.75,7.39208333333333
2019-09-12,10.5,7.36833333333333
2019-09-12,12.25,7.34916666666667
2019-09-12,14,7.3375
2019-09-12,15.75,7.32291666666667
2019-09-13,0.05,7.5375
2019-09-13,1.75,7.55791666666667
2019-09-13,3.5,7.545
2019-09-13,5.25,7.52208333333333
2019-09-13,7,7.49083333333333
2019-09-13,8.75,7.45479166666667
2019-09-13,10.5,7.42
2019-09-13,12.25,7.39395833333333
2019-09-13,14,7.37208333333333
2019-09-13,15.75,7.34770833333333
2019-09-14,0.05,7.371875
